Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
23/09/2004,14.00.00,2.6,1206.0,15.8,1175.0,275.0,618.0,130.0,1746.0,1068.0,29.782655978720868,38.0,1.5642
23/09/2004,15.00.00,2.6,1215.0,15.1,1150.0,282.0,608.0,118.0,1733.0,1115.0,30.446379240660463,37.2,1.588
23/09/2004,16.00.00,3.2,1330.0,18.9,1264.0,323.0,586.0,146.0,1860.0,1362.0,31.703177658317145,34.9,1.5903
23/09/2004,17.00.00,4.6,1446.0,25.2,1434.0,442.0,522.0,190.0,2075.0,1619.0,31.729324582454865,34.8,1.5925
23/09/2004,18.00.00,4.9,1446.0,26.1,1458.0,431.0,501.0,189.0,2059.0,1572.0,29.03237569682824,40.5,1.5949
23/09/2004,19.00.00,4.7,1421.0,25.6,1444.0,402.0,510.0,173.0,2056.0,1446.0,27.177979727915954,45.9,1.6302
23/09/2004,20.00.00,3.3,1247.0,16.9,1206.0,313.0,600.0,148.0,1785.0,1233.0,26.206153943072422,48.7,1.6256
23/09/2004,21.00.00,2.3,1168.0,12.6,1070.0,228.0,667.0,116.0,1646.0,1102.0,25.25617369124666,50.5,1.584
23/09/2004,22.00.00,2.1,1111.0,10.3,991.0,218.0,721.0,109.0,1559.0,1028.0,24.169274790911004,50.7,1.4959
23/09/2004,23.00.00,1.7,1071.0,8.9,934.0,179.0,763.0,94.0,1504.0,942.0,22.67745634680614,53.7,1.4486
24/09/2004,00.00.00,1.0,969.0,6.5,835.0,97.0,859.0,64.0,1437.0,773.0,22.790339998085983,53.7,1.458
24/09/2004,01.00.00,0.9,942.0,5.3,780.0,83.0,915.0,59.0,1419.0,737.0,21.776070383377373,57.9,1.4658
24/09/2004,02.00.00,0.7,923.0,4.6,744.0,80.0,908.0,64.0,1394.0,815.0,22.342569552129135,55.8,1.4828
24/09/2004,04.00.00,0.4,851.0,2.5,618.0,66.0,1099.0,52.0,1351.0,642.0,21.214098791824654,59.9,1.4789
24/09/2004,05.00.00,0.5,868.0,2.8,639.0,109.0,1093.0,55.0,1367.0,610.0,20.34040195029229,63.0,1.4946
24/09/2004,06.00.00,1.3,1062.0,8.4,915.0,232.0,792.0,83.0,1579.0,929.0,20.98846728960052,62.2,1.5119
24/09/2004,07.00.00,3.5,1418.0,21.1,1328.0,535.0,546.0,114.0,2017.0,1427.0,21.23022369481623,61.6,1.5452
24/09/2004,08.00.00,5.5,1600.0,34.0,1641.0,684.0,440.0,137.0,2430.0,1776.0,21.89944877948392,60.2,1.56
24/09/2004,09.00.00,5.6,1583.0,29.4,1538.0,803.0,461.0,160.0,2214.0,1788.0,23.073568105696722,56.4,1.5614
24/09/2004,10.00.00,3.4,1338.0,20.3,1305.0,539.0,543.0,138.0,1929.0,1521.0,25.17102689613239,49.5,1.5572
24/09/2004,11.00.00,3.2,1285.0,18.4,1252.0,364.0,581.0,134.0,1866.0,1293.0,26.683192393626086,44.3,1.5229
24/09/2004,12.00.00,3.7,1376.0,22.3,1359.0,422.0,530.0,143.0,1998.0,1435.0,26.180195089895278,46.0,1.5422
24/09/2004,13.00.00,4.6,1467.0,26.9,1477.0,483.0,491.0,153.0,2114.0,1592.0,25.498056575335795,48.7,1.5594
24/09/2004,14.00.00,4.2,1442.0,24.0,1403.0,496.0,518.0,145.0,2026.0,1551.0,25.561216646427056,48.3,1.558
24/09/2004,15.00.00,3.3,1358.0,19.3,1277.0,403.0,563.0,123.0,1892.0,1429.0,25.66124369535828,47.8,1.5548
24/09/2004,16.00.00,2.7,1222.0,14.5,1133.0,282.0,624.0,96.0,1698.0,1195.0,25.105759231140837,49.2,1.5251
24/09/2004,17.00.00,2.2,1134.0,11.1,1017.0,268.0,724.0,107.0,1632.0,981.0,18.45619234640617,75.4,1.5682
24/09/2004,18.00.00,2.8,1120.0,10.4,993.0,306.0,725.0,119.0,1565.0,962.0,16.27639633102808,73.9,1.3601
24/09/2004,19.00.00,2.9,1103.0,10.5,997.0,293.0,736.0,109.0,1552.0,914.0,15.581710131431464,75.7,1.3345
24/09/2004,20.00.00,2.0,985.0,5.8,805.0,240.0,895.0,107.0,1390.0,785.0,15.443807216593996,76.6,1.3334
24/09/2004,21.00.00,0.7,795.0,2.2,596.0,93.0,1227.0,57.0,1188.0,482.0,14.057529134088,75.4,1.1988
24/09/2004,22.00.00,0.6,787.0,2.0,584.0,99.0,1317.0,60.0,1129.0,446.0,15.078499165632664,60.5,1.0213
24/09/2004,23.00.00,1.2,839.0,3.8,701.0,55.0,1128.0,22.0,1156.0,553.0,15.632181136837687,50.9,0.888
25/09/2004,00.00.00,1.2,835.0,3.9,705.0,19.0,1117.0,2.0,1161.0,592.0,15.710564239926903,50.0,0.8773
25/09/2004,01.00.00,1.1,837.0,3.7,693.0,26.0,1096.0,7.0,1178.0,584.0,15.587124947178134,53.6,0.9326
25/09/2004,02.00.00,0.6,761.0,1.7,563.0,26.0,1316.0,8.0,1106.0,451.0,15.73153804781733,53.9,0.9334
25/09/2004,04.00.00,0.3,724.0,1.0,495.0,42.0,1531.0,27.0,1071.0,391.0,15.789804569479633,53.1,0.9181
25/09/2004,05.00.00,0.3,718.0,0.9,486.0,32.0,1531.0,14.0,1072.0,398.0,15.755208457571653,53.7,0.9295
25/09/2004,06.00.00,0.4,744.0,1.3,525.0,25.0,1434.0,3.0,1097.0,430.0,15.715941109106756,53.3,0.9308
25/09/2004,07.00.00,0.6,782.0,2.1,591.0,28.0,1287.0,9.0,1130.0,461.0,15.598047753037028,52.7,0.9178
25/09/2004,08.00.00,0.7,798.0,2.5,619.0,41.0,1204.0,14.0,1138.0,500.0,15.837032493959114,51.1,0.9056
25/09/2004,09.00.00,1.0,867.0,4.6,744.0,130.0,1067.0,52.0,1207.0,594.0,17.102912098452283,47.7,0.9142
25/09/2004,10.00.00,1.1,862.0,4.3,729.0,173.0,1103.0,64.0,1171.0,603.0,18.287343960355205,41.9,0.8674
25/09/2004,11.00.00,1.5,915.0,6.5,834.0,168.0,1006.0,66.0,1243.0,686.0,19.094981077380023,37.0,0.8104
25/09/2004,12.00.00,1.4,857.0,6.0,813.0,51.0,1040.0,14.0,1183.0,622.0,19.43416187603728,34.8,0.771
25/09/2004,13.00.00,1.4,837.0,6.0,812.0,31.0,1065.0,9.0,1171.0,624.0,19.670967379481095,31.2,0.7127
25/09/2004,14.00.00,1.0,805.0,4.5,740.0,41.0,1161.0,12.0,1117.0,565.0,19.545798038353823,31.1,0.7104
25/09/2004,15.00.00,0.9,781.0,3.9,705.0,41.0,1203.0,14.0,1068.0,514.0,19.70097533927033,28.6,0.6717
25/09/2004,16.00.00,1.1,815.0,4.6,743.0,54.0,1183.0,21.0,1095.0,536.0,22.189517076962424,24.8,0.6514
25/09/2004,17.00.00,1.3,877.0,6.7,844.0,112.0,1048.0,43.0,1193.0,669.0,20.959147599507506,27.7,0.6853
25/09/2004,18.00.00,1.8,926.0,8.9,935.0,178.0,931.0,62.0,1262.0,786.0,19.863299826890213,30.3,0.7045
25/09/2004,19.00.00,2.4,987.0,9.8,971.0,218.0,876.0,68.0,1312.0,891.0,19.408892722334695,33.0,0.7384
25/09/2004,20.00.00,2.7,1004.0,10.8,1007.0,241.0,848.0,81.0,1321.0,926.0,19.15491025755182,32.3,0.7163
25/09/2004,21.00.00,1.7,897.0,7.4,875.0,223.0,937.0,88.0,1227.0,902.0,18.251756193069216,33.2,0.6975
25/09/2004,22.00.00,2.2,1002.0,10.3,989.0,279.0,840.0,99.0,1358.0,1011.0,17.596234466182068,36.5,0.7366
25/09/2004,23.00.00,2.8,1126.0,13.8,1111.0,330.0,746.0,98.0,1473.0,1249.0,17.638071074616164,39.9,0.8035
26/09/2004,00.00.00,2.4,1067.0,10.9,1013.0,330.0,794.0,97.0,1350.0,1133.0,16.965513618197292,43.0,0.8242
26/09/2004,01.00.00,2.5,1063.0,11.7,1040.0,341.0,739.0,101.0,1413.0,1166.0,15.352041683159769,52.2,0.9136
26/09/2004,02.00.00,1.4,915.0,7.8,893.0,205.0,872.0,90.0,1287.0,953.0,15.558835991918436,51.9,0.9135
26/09/2004,05.00.00,0.9,816.0,4.5,739.0,102.0,999.0,55.0,1188.0,793.0,12.457457157500587,63.2,0.9146
26/09/2004,06.00.00,0.6,768.0,3.3,671.0,79.0,1128.0,46.0,1153.0,700.0,13.505984653011733,57.6,0.8941
26/09/2004,07.00.00,1.0,835.0,5.4,785.0,148.0,989.0,56.0,1224.0,780.0,12.121076358035012,63.2,0.8964
26/09/2004,08.00.00,1.6,944.0,8.2,908.0,261.0,865.0,83.0,1321.0,931.0,14.609411957208067,56.4,0.9319
26/09/2004,09.00.00,0.9,810.0,3.0,651.0,107.0,1170.0,55.0,1117.0,575.0,19.95627559628017,38.6,0.8831
26/09/2004,10.00.00,0.9,819.0,3.0,655.0,103.0,1222.0,47.0,1104.0,507.0,21.630423260689803,33.4,0.8519
26/09/2004,11.00.00,1.0,844.0,3.5,680.0,122.0,1147.0,61.0,1129.0,518.0,22.01035255244864,32.2,0.8407
26/09/2004,12.00.00,1.0,846.0,3.6,688.0,127.0,1127.0,58.0,1138.0,518.0,23.51835792789889,30.2,0.8217
26/09/2004,13.00.00,0.9,842.0,4.0,711.0,110.0,1077.0,59.0,1160.0,516.0,22.49760741867443,30.4,0.8063
26/09/2004,14.00.00,0.9,840.0,4.2,722.0,98.0,1048.0,54.0,1169.0,507.0,22.17706445690851,30.5,0.7981
26/09/2004,15.00.00,0.9,815.0,3.1,657.0,146.0,1166.0,69.0,1098.0,490.0,22.056609939504874,29.5,0.7761
26/09/2004,16.00.00,0.9,838.0,3.5,685.0,119.0,1176.0,54.0,1121.0,465.0,23.710685862324596,27.1,0.7681
26/09/2004,17.00.00,2.7,992.0,10.3,987.0,234.0,823.0,95.0,1327.0,781.0,22.805187319405377,27.0,0.7538
26/09/2004,18.00.00,2.2,990.0,7.8,891.0,261.0,908.0,99.0,1278.0,765.0,21.29888586640335,31.4,0.7943
26/09/2004,19.00.00,3.3,1066.0,10.7,1004.0,371.0,795.0,127.0,1384.0,1006.0,20.024617498274893,35.5,0.833
26/09/2004,20.00.00,2.1,971.0,7.3,870.0,266.0,911.0,98.0,1287.0,798.0,19.610068041142757,36.3,0.8193
26/09/2004,21.00.00,1.8,963.0,7.7,887.0,268.0,853.0,112.0,1311.0,938.0,18.678944861749166,39.7,0.8482
26/09/2004,22.00.00,1.9,1010.0,8.6,925.0,294.0,829.0,115.0,1351.0,996.0,18.049779093358666,42.7,0.8745
26/09/2004,23.00.00,2.3,1054.0,10.0,978.0,303.0,768.0,114.0,1398.0,1109.0,17.01667807321064,47.6,0.9208
27/09/2004,00.00.00,1.9,998.0,8.5,920.0,241.0,802.0,103.0,1365.0,1042.0,16.60374217457138,51.3,0.9634
27/09/2004,01.00.00,1.3,919.0,5.8,802.0,142.0,891.0,81.0,1265.0,940.0,15.866838695136432,55.2,0.9881
27/09/2004,02.00.00,1.0,884.0,5.0,764.0,110.0,921.0,75.0,1247.0,900.0,14.83974178460507,58.9,0.9891
27/09/2004,04.00.00,0.6,820.0,3.4,674.0,104.0,1024.0,64.0,1188.0,790.0,13.99934539754037,62.6,0.9948
27/09/2004,05.00.00,0.9,894.0,5.6,794.0,179.0,889.0,71.0,1266.0,908.0,14.059123158468632,61.7,0.9844
27/09/2004,06.00.00,1.5,988.0,9.0,941.0,361.0,801.0,99.0,1399.0,1035.0,14.365187214920297,60.3,0.9802
27/09/2004,07.00.00,5.5,1372.0,26.9,1477.0,799.0,542.0,132.0,1973.0,1556.0,15.058245418593287,57.7,0.9778
27/09/2004,08.00.00,4.0,1209.0,18.8,1262.0,614.0,618.0,135.0,1708.0,1392.0,16.805204208008945,50.3,0.958
27/09/2004,09.00.00,1.8,951.0,8.2,908.0,275.0,873.0,94.0,1314.0,904.0,19.700658174697306,40.2,0.9108
27/09/2004,10.00.00,1.9,992.0,9.1,943.0,325.0,847.0,103.0,1351.0,936.0,22.11883073998615,33.6,0.8886
27/09/2004,11.00.00,1.7,964.0,9.2,947.0,327.0,862.0,123.0,1328.0,907.0,23.680032616946846,29.6,0.8537
27/09/2004,12.00.00,1.6,917.0,8.3,910.0,252.0,886.0,95.0,1275.0,744.0,21.743173727745734,30.7,0.7961
27/09/2004,13.00.00,1.9,937.0,9.1,942.0,226.0,852.0,90.0,1276.0,773.0,22.08956281878125,29.5,0.7838
27/09/2004,14.00.00,1.6,961.0,9.2,949.0,230.0,853.0,99.0,1306.0,812.0,23.720156766706705,27.0,0.7845
27/09/2004,15.00.00,1.8,969.0,9.6,962.0,244.0,829.0,107.0,1316.0,856.0,23.364479470066723,28.3,0.8012
27/09/2004,16.00.00,2.0,1020.0,11.8,1042.0,251.0,788.0,112.0,1401.0,927.0,24.242261571343988,27.2,0.8128
27/09/2004,17.00.00,3.1,1107.0,17.3,1219.0,346.0,683.0,132.0,1582.0,1131.0,25.06250404403545,25.8,0.8065
27/09/2004,18.00.00,3.9,1119.0,17.8,1233.0,407.0,670.0,148.0,1539.0,1270.0,22.025897696003085,29.2,0.7773
27/09/2004,19.00.00,4.3,1173.0,20.9,1322.0,490.0,633.0,158.0,1679.0,1365.0,20.81182925775647,32.5,0.7873
27/09/2004,20.00.00,3.5,1097.0,14.9,1144.0,434.0,702.0,145.0,1517.0,1274.0,19.070951751433313,36.8,0.8066
27/09/2004,21.00.00,2.4,1018.0,11.3,1024.0,345.0,758.0,128.0,1400.0,1169.0,17.98935456876643,39.9,0.8232
27/09/2004,22.00.00,1.5,932.0,8.4,914.0,192.0,837.0,105.0,1298.0,1000.0,17.337917704595846,42.8,0.8463
27/09/2004,23.00.00,1.3,897.0,6.8,849.0,157.0,891.0,90.0,1253.0,910.0,16.677924290951367,46.6,0.8793
28/09/2004,00.00.00,1.0,840.0,4.9,758.0,148.0,994.0,85.0,1189.0,829.0,17.123060134228293,46.8,0.9054
28/09/2004,01.00.00,0.8,802.0,3.5,680.0,105.0,1091.0,73.0,1137.0,756.0,15.395371735119259,51.9,0.8982
28/09/2004,02.00.00,0.5,765.0,2.8,637.0,141.0,1138.0,74.0,1113.0,742.0,15.363189898452758,52.8,0.8929
28/09/2004,04.00.00,0.5,748.0,2.2,595.0,107.0,1208.0,61.0,1089.0,677.0,12.672920425965865,59.8,0.8801
28/09/2004,05.00.00,0.7,791.0,3.9,704.0,166.0,1057.0,69.0,1154.0,748.0,11.786899902046686,62.7,0.8726
28/09/2004,06.00.00,1.2,875.0,7.3,871.0,241.0,890.0,82.0,1253.0,890.0,12.057387505933047,62.6,0.8825
28/09/2004,07.00.00,2.4,1085.0,15.5,1164.0,368.0,707.0,120.0,1503.0,1155.0,13.305356393102556,58.2,0.8944
28/09/2004,08.00.00,4.3,1268.0,27.1,1482.0,498.0,550.0,135.0,1849.0,1533.0,14.461976283870172,55.7,0.9087
28/09/2004,09.00.00,4.1,1236.0,21.3,1332.0,641.0,601.0,152.0,1683.0,1550.0,17.644933816511184,45.7,0.9224
28/09/2004,10.00.00,3.7,1274.0,19.9,1294.0,667.0,615.0,177.0,1595.0,2236.0,20.810456042177975,37.2,0.9155
28/09/2004,11.00.00,3.4,1250.0,19.4,1280.0,550.0,618.0,181.0,1663.0,2178.0,24.406674827216193,29.8,0.9008
28/09/2004,12.00.00,3.8,1224.0,21.8,1347.0,483.0,602.0,176.0,1670.0,1901.0,26.393743404187262,26.4,0.8969
28/09/2004,13.00.00,4.1,1220.0,21.7,1344.0,524.0,605.0,163.0,1676.0,1743.0,25.168186598457396,26.8,0.8451
28/09/2004,14.00.00,3.4,1166.0,18.9,1265.0,481.0,640.0,174.0,1570.0,1502.0,26.12583324278239,24.8,0.8283
28/09/2004,15.00.00,2.3,1050.0,13.0,1084.0,305.0,748.0,117.0,1402.0,1153.0,26.179509558482096,24.4,0.8174
28/09/2004,16.00.00,3.2,1174.0,18.8,1264.0,396.0,670.0,145.0,1598.0,1287.0,28.94007032830268,21.3,0.8382
28/09/2004,17.00.00,4.8,1323.0,26.8,1474.0,501.0,554.0,173.0,1854.0,1547.0,27.841780909744557,23.3,0.8681
28/09/2004,18.00.00,6.7,1432.0,36.9,1706.0,702.0,488.0,204.0,2098.0,1842.0,24.74044987940397,27.9,0.8559
28/09/2004,19.00.00,7.5,1479.0,39.3,1756.0,755.0,466.0,209.0,2165.0,1908.0,22.853164207816008,33.6,0.9302
28/09/2004,20.00.00,4.5,1309.0,23.1,1379.0,524.0,555.0,175.0,1841.0,1693.0,20.782964250596706,45.8,1.1159
28/09/2004,21.00.00,2.1,1089.0,11.6,1037.0,247.0,707.0,129.0,1480.0,1336.0,19.768344978801906,48.6,1.113
28/09/2004,22.00.00,1.5,1009.0,8.3,911.0,196.0,788.0,111.0,1359.0,1177.0,19.819328660378233,47.7,1.0885
28/09/2004,23.00.00,1.1,930.0,5.7,796.0,135.0,883.0,85.0,1263.0,977.0,18.632401733135474,49.1,1.0435
29/09/2004,00.00.00,1.1,929.0,5.9,805.0,146.0,879.0,86.0,1270.0,974.0,17.21682162289728,53.9,1.0498
29/09/2004,01.00.00,0.9,872.0,4.1,718.0,106.0,981.0,71.0,1223.0,872.0,16.421114727542104,56.8,1.047
29/09/2004,02.00.00,0.5,790.0,2.2,601.0,70.0,1150.0,60.0,1157.0,734.0,17.83947770426021,53.4,1.0541
29/09/2004,05.00.00,0.4,769.0,2.0,586.0,60.0,1221.0,45.0,1134.0,650.0,17.47428994709521,52.5,1.013
29/09/2004,06.00.00,0.7,852.0,4.0,713.0,92.0,1029.0,53.0,1203.0,749.0,15.195900547489948,58.3,0.9986
29/09/2004,07.00.00,2.0,1100.0,13.4,1097.0,277.0,739.0,94.0,1516.0,1106.0,14.918829144909978,59.2,0.9985
29/09/2004,08.00.00,4.2,1326.0,28.0,1504.0,600.0,510.0,122.0,1968.0,1609.0,15.18367288610898,59.0,1.0086
29/09/2004,09.00.00,5.2,1433.0,28.6,1518.0,693.0,499.0,170.0,1973.0,1770.0,18.956006314372644,47.8,1.0434
29/09/2004,10.00.00,3.8,1310.0,21.4,1334.0,617.0,573.0,174.0,1747.0,1633.0,22.226054372789804,38.8,1.04
29/09/2004,11.00.00,3.7,1304.0,19.1,1272.0,569.0,593.0,191.0,1673.0,1583.0,25.360597411869094,33.3,1.0679
29/09/2004,12.00.00,3.4,1286.0,19.6,1286.0,409.0,593.0,179.0,1728.0,1449.0,27.159649158769753,30.4,1.081
29/09/2004,13.00.00,3.1,1217.0,15.8,1175.0,335.0,621.0,148.0,1644.0,1451.0,25.320600968319923,34.8,1.1152
29/09/2004,14.00.00,2.4,1104.0,13.5,1099.0,290.0,698.0,129.0,1483.0,1147.0,26.362692028284073,28.5,0.9658
29/09/2004,15.00.00,2.8,1143.0,15.9,1176.0,312.0,677.0,148.0,1551.0,1108.0,27.338751257921103,25.1,0.9158
29/09/2004,16.00.00,3.6,1205.0,19.9,1295.0,440.0,626.0,184.0,1613.0,1267.0,28.327314989757724,23.2,0.8917
29/09/2004,17.00.00,4.0,1276.0,21.6,1340.0,450.0,597.0,188.0,1677.0,1303.0,27.069393562385812,26.3,0.9317
29/09/2004,18.00.00,5.6,1440.0,31.0,1573.0,578.0,491.0,204.0,1997.0,1643.0,25.248390540014952,33.0,1.0473
29/09/2004,19.00.00,6.3,1467.0,34.1,1643.0,615.0,467.0,201.0,2088.0,1749.0,23.11358369530899,36.9,1.0346
29/09/2004,20.00.00,4.7,1339.0,22.8,1373.0,536.0,541.0,165.0,1797.0,1585.0,21.488521062710788,43.3,1.1019
29/09/2004,21.00.00,1.9,1108.0,12.3,1061.0,238.0,685.0,133.0,1454.0,1315.0,21.02509726327844,44.8,1.1088
29/09/2004,22.00.00,1.9,1116.0,10.9,1012.0,249.0,699.0,125.0,1445.0,1290.0,19.73800553008914,49.3,1.1148
29/09/2004,23.00.00,1.2,981.0,7.1,860.0,150.0,812.0,101.0,1298.0,1059.0,20.42506284499207,47.8,1.1281
30/09/2004,00.00.00,0.9,947.0,5.7,798.0,108.0,869.0,79.0,1276.0,943.0,19.451310317014766,50.3,1.1201
30/09/2004,13.00.00,1.7,1200.0,11.2,1021.0,223.0,678.0,101.0,1510.0,1157.0,24.615437619388103,44.1,1.3477
30/09/2004,14.00.00,2.2,1290.0,15.1,1151.0,267.0,613.0,113.0,1638.0,1219.0,25.703680237056687,43.4,1.4049
30/09/2004,15.00.00,2.8,1366.0,17.4,1223.0,308.0,578.0,121.0,1744.0,1288.0,26.086182101920713,42.6,1.4172
30/09/2004,16.00.00,3.9,1505.0,23.4,1388.0,422.0,516.0,146.0,1978.0,1503.0,25.871944614336826,44.8,1.4644
30/09/2004,17.00.00,6.5,1728.0,35.9,1683.0,623.0,419.0,188.0,2365.0,1861.0,25.4056723827523,47.9,1.5346
30/09/2004,18.00.00,6.3,1673.0,34.0,1643.0,572.0,436.0,182.0,2259.0,1781.0,24.602088985563462,50.0,1.5241
30/09/2004,19.00.00,5.7,1636.0,30.1,1553.0,514.0,449.0,166.0,2130.0,1745.0,23.60021979751764,54.4,1.5687
30/09/2004,20.00.00,4.4,1468.0,20.0,1296.0,414.0,529.0,142.0,1854.0,1590.0,22.674949733540416,59.5,1.6155
30/09/2004,21.00.00,1.6,1180.0,10.5,997.0,143.0,677.0,84.0,1549.0,1127.0,22.29396132938564,61.3,1.6133
30/09/2004,22.00.00,1.5,1138.0,9.0,938.0,147.0,700.0,87.0,1500.0,1098.0,22.28910507215187,61.3,1.6053
30/09/2004,23.00.00,1.7,1192.0,10.7,1004.0,159.0,665.0,91.0,1577.0,1176.0,21.197091561509296,64.7,1.5956
01/10/2004,00.00.00,1.9,1176.0,10.4,993.0,206.0,659.0,91.0,1572.0,1178.0,20.390970867476426,66.4,1.5591
01/10/2004,01.00.00,1.6,1137.0,9.7,967.0,140.0,687.0,74.0,1557.0,1091.0,19.365185560658574,69.3,1.5418
01/10/2004,02.00.00,1.3,1035.0,6.9,851.0,132.0,764.0,69.0,1465.0,1002.0,19.126677866326645,70.8,1.5417
01/10/2004,04.00.00,0.6,904.0,3.0,655.0,81.0,968.0,54.0,1326.0,824.0,19.75860650325194,67.2,1.5322
01/10/2004,05.00.00,0.7,966.0,4.3,726.0,120.0,872.0,60.0,1371.0,892.0,18.91836102027446,70.3,1.5308
01/10/2004,06.00.00,1.6,1124.0,9.8,972.0,279.0,674.0,69.0,1568.0,1092.0,18.747141368163284,71.8,1.5372
01/10/2004,07.00.00,2.9,1348.0,17.2,1217.0,392.0,559.0,91.0,1816.0,1413.0,20.23678870452568,66.3,1.555
01/10/2004,08.00.00,4.1,1499.0,27.9,1501.0,433.0,469.0,97.0,2130.0,1565.0,20.870335859886836,64.3,1.563
01/10/2004,09.00.00,3.7,1427.0,20.5,1311.0,531.0,503.0,114.0,1900.0,1594.0,22.388660396507476,59.3,1.5705
01/10/2004,10.00.00,3.6,1473.0,21.2,1330.0,619.0,497.0,129.0,1908.0,1677.0,23.443163223622832,56.6,1.5929
01/10/2004,11.00.00,3.4,1440.0,19.9,1294.0,522.0,506.0,137.0,1879.0,1616.0,23.843380554695614,54.7,1.587
01/10/2004,12.00.00,3.7,1474.0,21.1,1326.0,505.0,485.0,134.0,1943.0,1610.0,23.556693801132496,56.2,1.6048
01/10/2004,13.00.00,4.1,1485.0,22.3,1359.0,465.0,477.0,132.0,2005.0,1614.0,23.969016439747065,54.4,1.5963
01/10/2004,15.00.00,2.4,1306.0,12.9,1079.0,278.0,603.0,105.0,1668.0,1286.0,25.54526420403272,47.4,1.517
01/10/2004,16.00.00,3.4,1464.0,18.4,1251.0,372.0,530.0,136.0,1853.0,1487.0,26.427259211312048,45.4,1.54
01/10/2004,17.00.00,5.6,1629.0,26.5,1466.0,540.0,458.0,169.0,2130.0,1703.0,25.708960566524183,46.9,1.5375
07/10/2004,16.00.00,2.9,1342.0,15.3,1157.0,267.0,572.0,87.0,1707.0,1195.0,28.65683667222038,37.6,1.4468
07/10/2004,17.00.00,5.4,1623.0,28.8,1522.0,398.0,447.0,111.0,2110.0,1618.0,28.199580975968274,38.5,1.437
07/10/2004,18.00.00,5.3,1576.0,26.1,1458.0,418.0,463.0,119.0,2024.0,1637.0,25.141119189443998,45.8,1.4464
07/10/2004,19.00.00,6.7,1747.0,37.1,1709.0,515.0,399.0,128.0,2370.0,1876.0,23.98948865996283,50.6,1.4892
07/10/2004,20.00.00,7.0,1757.0,35.7,1680.0,669.0,396.0,117.0,2280.0,1959.0,23.20559657626891,54.7,1.5296
07/10/2004,21.00.00,2.8,1331.0,16.5,1194.0,326.0,559.0,92.0,1715.0,1477.0,22.449170043924823,57.1,1.5219
07/10/2004,22.00.00,1.7,1182.0,11.0,1016.0,209.0,658.0,73.0,1572.0,1210.0,22.002871807431802,58.2,1.5036
07/10/2004,23.00.00,1.7,1162.0,10.8,1008.0,183.0,658.0,60.0,1556.0,1160.0,20.924920012708753,61.3,1.4923
08/10/2004,00.00.00,1.7,1147.0,9.6,964.0,165.0,668.0,60.0,1517.0,1116.0,20.677717661950737,62.0,1.4827
08/10/2004,01.00.00,1.2,1040.0,6.5,836.0,111.0,762.0,53.0,1423.0,974.0,20.627125044353306,62.5,1.472
08/10/2004,02.00.00,0.7,920.0,3.6,688.0,67.0,920.0,47.0,1317.0,820.0,20.429430637974292,62.1,1.4771
08/10/2004,04.00.00,0.8,954.0,4.4,731.0,88.0,865.0,43.0,1360.0,839.0,18.203285137191415,70.3,1.4498
08/10/2004,05.00.00,0.9,981.0,5.5,790.0,147.0,817.0,47.0,1390.0,898.0,18.262301767943427,70.1,1.4552
08/10/2004,06.00.00,1.7,1147.0,10.8,1009.0,279.0,653.0,50.0,1589.0,1096.0,18.290373197523877,70.0,1.4519
08/10/2004,07.00.00,5.7,1606.0,31.2,1578.0,665.0,440.0,81.0,2205.0,1786.0,19.387277281365186,66.5,1.4801
08/10/2004,08.00.00,4.3,1490.0,24.8,1424.0,592.0,465.0,75.0,2033.0,1604.0,19.442138460522983,66.9,1.4999
08/10/2004,09.00.00,3.9,1473.0,24.2,1409.0,557.0,483.0,87.0,1984.0,1637.0,21.1074475357309,61.1,1.5056
08/10/2004,10.00.00,5.1,1582.0,29.5,1539.0,693.0,435.0,128.0,2141.0,1827.0,23.244540211802814,54.7,1.5349
08/10/2004,11.00.00,3.7,1468.0,21.0,1323.0,530.0,496.0,105.0,1913.0,1641.0,24.581830733979587,52.5,1.5807
08/10/2004,12.00.00,3.3,1413.0,19.6,1285.0,412.0,518.0,101.0,1883.0,1505.0,26.45591092883842,45.8,1.553
08/10/2004,13.00.00,3.6,1400.0,21.2,1331.0,366.0,520.0,100.0,1916.0,1465.0,27.744269688031636,39.2,1.4356
08/10/2004,14.00.00,3.2,1361.0,18.0,1238.0,344.0,548.0,98.0,1805.0,1368.0,28.07719764020294,39.6,1.4738
08/10/2004,15.00.00,3.5,1389.0,20.5,1311.0,339.0,525.0,98.0,1845.0,1748.0,28.75628733250778,38.4,1.486
08/10/2004,16.00.00,2.4,1305.0,15.6,1167.0,297.0,586.0,98.0,1690.0,1301.0,28.65082688583061,39.4,1.5147
08/10/2004,17.00.00,2.9,1354.0,19.2,1275.0,294.0,543.0,90.0,1799.0,1338.0,28.60908665973693,39.8,1.5191
08/10/2004,18.00.00,2.3,1352.0,20.0,1296.0,211.0,534.0,84.0,1846.0,1337.0,26.507064482953865,45.9,1.5572
08/10/2004,19.00.00,3.1,1472.0,21.1,1327.0,323.0,497.0,101.0,1895.0,1516.0,25.23514920042362,49.5,1.5665
08/10/2004,20.00.00,2.9,1412.0,18.6,1256.0,333.0,525.0,98.0,1797.0,1435.0,25.07750413531903,50.9,1.5856
