Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Customer_Value
0.0,0.0,31.0,0.0,1619.0,48.0,25.0,26.0,4.0,1.0,1.0,43.0,95.5444085503862,0.0,95.4489595907953
0.0,0.0,29.0,0.0,5706.0,116.0,27.0,24.0,3.0,2.0,1.0,28.0,254.8012773488753,0.0,254.5467306182568
19.0,0.0,37.0,2.0,13581.0,189.0,136.0,80.0,4.0,1.0,1.0,37.0,1379.0402878224209,0.0,1377.6626251972223
9.0,0.0,30.0,2.0,7474.0,132.0,20.0,22.0,3.0,2.0,1.0,33.0,350.3153501233182,0.0,349.96538473857925
0.0,1.0,33.0,0.0,3414.0,83.0,2.0,33.0,4.0,1.0,1.0,38.0,207.5998240162999,1.0,207.39243158471496
5.0,0.0,42.0,6.0,7527.0,143.0,36.0,75.0,4.0,1.0,1.0,38.0,292.91583537704616,0.0,292.623212164881
1.0,0.0,31.0,0.0,2654.0,51.0,24.0,8.0,3.0,1.0,1.0,36.0,206.69196623143563,0.0,206.48548075068473
2.0,0.0,35.0,0.0,8880.0,110.0,16.0,21.0,4.0,2.0,1.0,37.0,325.934393835714,0.0,325.60878505066296
3.0,1.0,34.0,0.0,1416.0,42.0,5.0,1.0,3.0,1.0,1.0,28.0,74.34861177244154,0.0,74.27433743500646
3.0,1.0,35.0,0.0,611.0,27.0,7.0,22.0,2.0,1.0,1.0,25.0,12.51430730790752,0.0,12.501805502405102
7.0,0.0,19.0,0.0,1577.0,63.0,12.0,20.0,3.0,1.0,1.0,29.0,219.27528824737,0.0,219.05623201535442
6.0,0.0,21.0,1.0,6814.0,183.0,5.0,67.0,1.0,1.0,1.0,19.0,353.437615477119,0.0,353.08453094617244
1.0,0.0,40.0,1.0,766.0,39.0,71.0,20.0,3.0,1.0,1.0,27.0,107.7886182916335,0.0,107.68093735427912
7.0,0.0,27.0,3.0,9641.0,193.0,109.0,39.0,3.0,1.0,1.0,31.0,1789.9222677100852,0.0,1788.1341335765069
2.0,0.0,19.0,0.0,530.0,12.0,25.0,7.0,4.0,1.0,1.0,36.0,22.09653233807255,0.0,22.074457880192337
9.0,0.0,22.0,3.0,9274.0,158.0,36.0,72.0,2.0,1.0,1.0,24.0,676.973806135283,0.0,676.2975086266557
11.0,1.0,23.0,3.0,6963.0,108.0,85.0,48.0,3.0,1.0,1.0,28.0,578.2528983470106,0.0,577.6752231238862
0.0,0.0,25.0,0.0,5327.0,79.0,5.0,13.0,3.0,1.0,1.0,36.0,362.29663968749844,0.0,361.93470498251554
7.0,1.0,32.0,0.0,2569.0,97.0,0.0,32.0,2.0,1.0,1.0,25.0,58.4342455728454,0.0,58.3758697031422
4.0,0.0,41.0,4.0,1391.0,13.0,4.0,8.0,3.0,1.0,1.0,29.0,24.4544627705922,0.0,24.430032737854322
0.0,0.0,18.0,0.0,119.0,47.0,1.0,2.0,2.0,1.0,1.0,26.0,2.033389652620679,0.0,2.0313582943263504
8.0,0.0,36.0,3.0,12486.0,161.0,83.0,47.0,3.0,2.0,1.0,30.0,938.6078624177322,0.0,937.6701922255057
1.0,0.0,26.0,2.0,1077.0,11.0,86.0,9.0,2.0,1.0,1.0,22.0,278.4452569559589,0.0,278.1670898660925
15.0,0.0,45.0,0.0,9345.0,163.0,77.0,47.0,4.0,2.0,1.0,37.0,713.2346362863067,0.0,712.5221141721338
0.0,0.0,28.0,0.0,3649.0,77.0,1.0,12.0,2.0,1.0,1.0,23.0,23.77399041460316,0.0,23.750240174428704
0.0,0.0,23.0,0.0,1275.0,5.0,0.0,1.0,2.0,1.0,1.0,25.0,59.38718154524554,0.0,59.327853691553926
0.0,0.0,29.0,0.0,1418.0,14.0,4.0,25.0,2.0,1.0,1.0,24.0,114.25324901656712,0.0,114.13910990666035
0.0,0.0,35.0,0.0,3737.0,67.0,11.0,29.0,2.0,1.0,1.0,26.0,81.93835944106723,0.0,81.85650293812903
7.0,1.0,27.0,1.0,4687.0,113.0,182.0,24.0,4.0,1.0,1.0,36.0,297.40936579925096,0.0,297.11225354570496
2.0,0.0,37.0,0.0,1425.0,63.0,1.0,24.0,2.0,1.0,1.0,23.0,23.27733029498842,0.0,23.254076218769626
1.0,0.0,35.0,1.0,2749.0,68.0,25.0,21.0,5.0,1.0,1.0,48.0,197.31978166304492,0.0,197.12265900404066
9.0,1.0,43.0,0.0,3220.0,98.0,42.0,25.0,3.0,1.0,1.0,30.0,297.69199232573817,0.0,297.3945977280099
1.0,0.0,18.0,0.0,573.0,6.0,3.0,8.0,2.0,1.0,1.0,24.0,22.71386666469647,0.0,22.69117548920724
0.0,0.0,21.0,0.0,989.0,31.0,6.0,5.0,4.0,1.0,1.0,37.0,132.86245557286037,0.0,132.7297258470132
2.0,0.0,28.0,0.0,2277.0,64.0,0.0,8.0,4.0,1.0,1.0,16.0,12.220864320497206,0.0,12.208655664832362
1.0,0.0,21.0,0.0,1989.0,27.0,9.0,17.0,2.0,1.0,1.0,20.0,56.5617697112742,0.0,56.505264446827326
3.0,0.0,15.0,0.0,1336.0,34.0,0.0,8.0,2.0,1.0,1.0,25.0,10.646652333694721,0.0,10.636016317377333
0.0,0.0,24.0,0.0,387.0,151.0,20.0,4.0,3.0,1.0,1.0,31.0,20.611813597567085,0.0,20.591222375191872
4.0,0.0,29.0,0.0,6079.0,105.0,17.0,48.0,4.0,1.0,1.0,39.0,127.48241753688899,0.0,127.35506247441444
11.0,0.0,27.0,1.0,1466.0,21.0,1.0,23.0,3.0,1.0,1.0,29.0,54.067194566996605,0.0,54.013181385610935
2.0,0.0,33.0,0.0,2636.0,74.0,12.0,21.0,2.0,1.0,1.0,27.0,393.1093621187599,0.0,392.71664547328623
0.0,0.0,29.0,0.0,672.0,38.0,34.0,21.0,4.0,1.0,1.0,40.0,158.42842457450718,0.0,158.27015442008695
3.0,0.0,41.0,0.0,1788.0,73.0,2.0,31.0,2.0,1.0,1.0,25.0,148.76978555017908,0.0,148.62116438579312
0.0,0.0,10.0,0.0,788.0,7.0,12.0,2.0,1.0,1.0,1.0,18.0,154.24984377728816,0.0,154.09574802925874
0.0,0.0,43.0,0.0,2874.0,60.0,176.0,19.0,4.0,1.0,1.0,39.0,978.789853254024,0.0,977.8120412128102
0.0,0.0,22.0,0.0,1843.0,28.0,37.0,12.0,3.0,1.0,1.0,28.0,114.76944532237339,0.0,114.65479053184143
1.0,0.0,30.0,0.0,11109.0,139.0,16.0,57.0,5.0,1.0,1.0,53.0,301.40720429581324,0.0,301.1060981976153
7.0,0.0,41.0,1.0,4842.0,90.0,13.0,9.0,3.0,1.0,1.0,31.0,313.77314436749606,0.0,313.4596846828129
0.0,0.0,30.0,1.0,7240.0,74.0,13.0,20.0,4.0,1.0,1.0,41.0,160.8344014688487,0.0,160.67372774110743
2.0,0.0,45.0,1.0,946.0,1.0,1.0,10.0,2.0,1.0,1.0,24.0,7.918927565140382,0.0,7.911016548591782
6.0,0.0,44.0,2.0,4855.0,107.0,33.0,32.0,4.0,2.0,1.0,43.0,265.1460756695613,0.0,264.8811944750859
0.0,0.0,30.0,0.0,1406.0,31.0,5.0,1.0,4.0,1.0,1.0,40.0,154.8170806354744,0.0,154.662418217257
8.0,0.0,35.0,8.0,13842.0,142.0,512.0,49.0,4.0,1.0,1.0,47.0,1653.3178151652342,0.0,1651.6661490162162
1.0,0.0,31.0,0.0,5166.0,99.0,4.0,31.0,3.0,1.0,1.0,27.0,296.0659351228519,0.0,295.7701649578937
1.0,0.0,23.0,0.0,4623.0,86.0,236.0,15.0,4.0,2.0,1.0,45.0,727.2267237921751,0.0,726.5002235686057
3.0,0.0,32.0,0.0,2304.0,77.0,143.0,39.0,3.0,1.0,1.0,31.0,599.1327942640976,0.0,598.5342600040929
5.0,0.0,45.0,0.0,994.0,69.0,0.0,26.0,3.0,1.0,1.0,32.0,10.746949011075712,0.0,10.736212798277423
2.0,0.0,41.0,0.0,1836.0,77.0,0.0,25.0,4.0,1.0,1.0,38.0,73.57064224358002,0.0,73.49714509848147
1.0,0.0,13.0,0.0,1732.0,21.0,4.0,11.0,1.0,1.0,1.0,19.0,95.68464833818638,0.0,95.58905927890737
0.0,1.0,22.0,0.0,4618.0,85.0,16.0,25.0,2.0,1.0,1.0,21.0,409.35904739998716,0.0,408.95009730268407
0.0,0.0,34.0,1.0,3928.0,108.0,91.0,17.0,2.0,2.0,1.0,21.0,660.3827268967557,0.0,659.7230038928622
1.0,0.0,26.0,0.0,455.0,19.0,4.0,19.0,3.0,1.0,1.0,28.0,4.543806431936259,0.0,4.539267164771483
5.0,0.0,39.0,3.0,1217.0,7.0,6.0,5.0,1.0,1.0,1.0,19.0,72.38125215595375,0.0,72.30894321274093
0.0,0.0,39.0,0.0,2222.0,59.0,70.0,35.0,4.0,2.0,1.0,40.0,393.16982706388825,0.0,392.777050013874
0.0,0.0,31.0,0.0,26.0,255.0,46.0,5.0,2.0,1.0,1.0,25.0,87.99678827048952,0.0,87.90887939109834
3.0,0.0,34.0,0.0,1261.0,34.0,46.0,7.0,1.0,1.0,1.0,18.0,264.4582283281714,0.0,264.1940342938773
2.0,0.0,39.0,1.0,1217.0,34.0,3.0,9.0,2.0,1.0,1.0,26.0,67.21059756552086,0.0,67.14345411140938
1.0,1.0,20.0,0.0,4336.0,56.0,195.0,21.0,4.0,1.0,1.0,46.0,1027.6818203298717,0.0,1026.655165164706
6.0,1.0,21.0,0.0,216.0,20.0,7.0,8.0,2.0,1.0,1.0,24.0,11.85971212038576,0.0,11.847864256129618
10.0,0.0,31.0,6.0,10453.0,169.0,8.0,44.0,3.0,1.0,1.0,31.0,259.9736985188792,0.0,259.7139845343446
3.0,0.0,39.0,0.0,3668.0,95.0,8.0,34.0,3.0,1.0,1.0,27.0,217.67294501837156,0.0,217.4554895288425
0.0,1.0,29.0,0.0,232.0,129.0,0.0,68.0,3.0,1.0,1.0,31.0,9.740893712013163,0.0,9.73116254946369
3.0,1.0,36.0,2.0,7606.0,133.0,1.0,12.0,4.0,1.0,1.0,40.0,191.08307967746336,0.0,190.8921874899732
0.0,0.0,15.0,0.0,875.0,19.0,0.0,6.0,2.0,1.0,1.0,27.0,4.517520202737563,0.0,4.513007195542017
0.0,0.0,32.0,0.0,2126.0,30.0,77.0,14.0,3.0,1.0,1.0,29.0,714.9985281711004,0.0,714.2842439271724
0.0,0.0,35.0,0.0,6515.0,108.0,0.0,27.0,3.0,1.0,1.0,36.0,282.8215243900239,0.0,282.53898540461904
2.0,0.0,25.0,0.0,1794.0,59.0,1.0,13.0,3.0,1.0,1.0,31.0,15.358959934856989,0.0,15.343616318538436
7.0,0.0,30.0,0.0,529.0,54.0,32.0,7.0,2.0,2.0,1.0,24.0,59.309204083877525,0.0,59.24995412974772
1.0,1.0,27.0,0.0,10185.0,110.0,118.0,25.0,3.0,1.0,1.0,27.0,632.7373693788443,0.0,632.1052641147289
0.0,0.0,24.0,0.0,1742.0,66.0,18.0,18.0,1.0,1.0,1.0,19.0,84.26761722062204,0.0,84.18343378683512
1.0,0.0,21.0,0.0,1825.0,29.0,3.0,7.0,2.0,1.0,1.0,21.0,40.13828743819951,0.0,40.098189248950526
0.0,0.0,13.0,0.0,2534.0,39.0,6.0,12.0,2.0,1.0,1.0,25.0,91.5231098663219,0.0,91.43167818813367
8.0,1.0,25.0,1.0,2647.0,76.0,46.0,24.0,1.0,1.0,1.0,20.0,297.82602691317487,0.0,297.5284984147598
15.0,1.0,29.0,4.0,4915.0,66.0,53.0,16.0,3.0,1.0,1.0,27.0,298.34444434684065,0.0,298.04639794889147
3.0,0.0,25.0,0.0,3174.0,71.0,12.0,18.0,3.0,1.0,1.0,27.0,175.8180526285885,0.0,175.64241021836995
0.0,0.0,37.0,1.0,836.0,30.0,1.0,6.0,2.0,1.0,1.0,22.0,27.897881207806943,0.0,27.870011196610303
1.0,1.0,40.0,0.0,378.0,62.0,84.0,0.0,3.0,1.0,1.0,29.0,378.6879863802726,0.0,378.30967670356864
4.0,0.0,34.0,0.0,911.0,21.0,19.0,22.0,2.0,1.0,1.0,21.0,89.10174173450473,0.0,89.01272900549914
2.0,0.0,43.0,1.0,1023.0,26.0,79.0,22.0,2.0,1.0,1.0,22.0,289.6236368835094,0.0,289.3343025809281
1.0,0.0,27.0,0.0,3416.0,82.0,120.0,15.0,3.0,2.0,1.0,31.0,548.6081045967094,0.0,548.0600445521567
3.0,0.0,26.0,1.0,1266.0,56.0,141.0,11.0,3.0,2.0,1.0,36.0,757.7955696326366,0.0,757.0385311015342
2.0,1.0,46.0,2.0,6665.0,107.0,211.0,15.0,4.0,2.0,1.0,43.0,763.224588893185,0.0,762.4621267664178
0.0,0.0,35.0,0.0,278.0,130.0,5.0,11.0,2.0,1.0,1.0,23.0,30.795941735018275,0.0,30.765176558459785
3.0,0.0,44.0,1.0,70.0,228.0,103.0,6.0,3.0,1.0,1.0,34.0,98.16002642464183,0.0,98.06196446018154
2.0,0.0,27.0,3.0,4261.0,88.0,19.0,36.0,4.0,1.0,1.0,36.0,203.43682394378058,0.0,203.23359035342696
6.0,0.0,37.0,1.0,3155.0,53.0,4.0,9.0,2.0,1.0,1.0,23.0,298.7283132271567,0.0,298.4298833438126
2.0,0.0,21.0,0.0,2668.0,41.0,196.0,14.0,4.0,1.0,1.0,38.0,1326.9054163427143,0.0,1325.5798365062067
5.0,0.0,36.0,0.0,2290.0,87.0,91.0,21.0,2.0,1.0,1.0,21.0,596.75544706984,0.0,596.1592877820573
1.0,1.0,43.0,0.0,682.0,31.0,2.0,4.0,2.0,1.0,1.0,22.0,39.16378594561465,0.0,39.12466128433028
0.0,1.0,39.0,0.0,1274.0,11.0,0.0,3.0,2.0,1.0,1.0,21.0,13.501701028372148,0.0,13.488212815556578
0.0,0.0,30.0,0.0,5060.0,94.0,33.0,32.0,3.0,1.0,1.0,28.0,356.9883798172695,0.0,356.63174806919994
0.0,0.0,19.0,0.0,3041.0,56.0,31.0,26.0,3.0,1.0,1.0,33.0,52.90154774897928,0.0,52.8486990499293
16.0,0.0,33.0,6.0,1415.0,214.0,45.0,44.0,3.0,1.0,1.0,34.0,711.2634798258462,0.0,710.5529268989465
1.0,0.0,32.0,2.0,7616.0,129.0,3.0,17.0,2.0,1.0,1.0,26.0,158.2255876325944,0.0,158.06752011248176
2.0,0.0,23.0,0.0,1387.0,70.0,30.0,15.0,3.0,2.0,1.0,35.0,370.2849697899408,0.0,369.9150547352053
0.0,0.0,6.0,0.0,2316.0,74.0,10.0,40.0,3.0,1.0,1.0,31.0,198.1869737543569,0.0,197.98898476958712
3.0,0.0,31.0,0.0,697.0,14.0,22.0,12.0,3.0,1.0,1.0,29.0,39.210117337072745,0.0,39.170946390682026
1.0,1.0,42.0,0.0,2228.0,84.0,11.0,31.0,2.0,1.0,1.0,26.0,90.73744775286949,0.0,90.64680095191747
3.0,1.0,21.0,1.0,12900.0,125.0,29.0,31.0,3.0,1.0,1.0,30.0,432.5182575399083,0.0,432.08617136853934
1.0,0.0,29.0,0.0,5591.0,117.0,5.0,30.0,2.0,1.0,1.0,22.0,103.3317870125349,0.0,103.22855845408071
10.0,0.0,35.0,2.0,6723.0,104.0,346.0,38.0,5.0,2.0,1.0,50.0,1063.6856522619894,0.0,1062.6230292327557
16.0,0.0,37.0,0.0,7547.0,130.0,60.0,23.0,4.0,1.0,1.0,37.0,301.10403947700456,0.0,300.8032362407635
0.0,0.0,22.0,2.0,1489.0,215.0,17.0,7.0,5.0,1.0,1.0,51.0,37.39230154692924,0.0,37.35494660032887
2.0,1.0,28.0,0.0,9219.0,137.0,0.0,48.0,3.0,1.0,1.0,28.0,166.5651895762995,0.0,166.39879078551382
1.0,1.0,27.0,6.0,8340.0,114.0,34.0,46.0,3.0,1.0,1.0,28.0,394.67996923590874,0.0,394.28568355235603
0.0,0.0,25.0,0.0,7748.0,96.0,1.0,22.0,3.0,1.0,1.0,32.0,338.7994557929363,0.0,338.46099479813785
0.0,0.0,34.0,0.0,569.0,34.0,3.0,6.0,2.0,1.0,1.0,17.0,29.428569164746452,0.0,29.399169994751674
3.0,0.0,38.0,0.0,464.0,110.0,10.0,6.0,3.0,1.0,1.0,29.0,19.602263730939487,0.0,19.582681049889576
0.0,0.0,28.0,1.0,6890.0,79.0,15.0,17.0,3.0,1.0,1.0,31.0,179.11005410043785,0.0,178.9311229774602
0.0,0.0,33.0,0.0,161.0,8.0,0.0,3.0,2.0,1.0,1.0,23.0,6.387629400983875,0.0,6.381248152831038
0.0,0.0,31.0,1.0,4299.0,88.0,50.0,34.0,4.0,1.0,1.0,38.0,362.03939717885015,0.0,361.6777194593904
2.0,0.0,33.0,0.0,2669.0,85.0,5.0,13.0,1.0,1.0,1.0,19.0,156.26773700142323,0.0,156.11162537604702
2.0,0.0,23.0,3.0,5299.0,89.0,3.0,34.0,2.0,1.0,1.0,20.0,183.2747812021101,0.0,183.0916895125973
0.0,0.0,30.0,0.0,4427.0,119.0,105.0,31.0,4.0,1.0,1.0,38.0,695.940203119701,0.0,695.2449581615388
2.0,0.0,33.0,1.0,5847.0,100.0,0.0,28.0,3.0,1.0,1.0,33.0,11.660316577691242,0.0,11.648667909781448
1.0,0.0,21.0,0.0,10083.0,126.0,179.0,44.0,3.0,1.0,1.0,31.0,2145.604107855807,0.0,2143.460647208596
2.0,0.0,43.0,0.0,7829.0,140.0,4.0,52.0,3.0,1.0,1.0,34.0,251.45744023418584,0.0,251.20623400018542
1.0,0.0,24.0,1.0,352.0,98.0,95.0,20.0,5.0,1.0,1.0,16.0,294.26773041336867,0.0,293.97375665671166
0.0,0.0,33.0,0.0,5333.0,71.0,0.0,25.0,2.0,1.0,1.0,21.0,170.11978894571686,0.0,169.94983910661009
2.0,0.0,27.0,0.0,4133.0,60.0,150.0,12.0,3.0,1.0,1.0,36.0,643.5966447148367,0.0,642.9536910238121
3.0,1.0,29.0,1.0,4462.0,49.0,46.0,28.0,4.0,1.0,1.0,45.0,906.8296646258254,0.0,905.9237408849397
0.0,0.0,17.0,0.0,398.0,171.0,1.0,9.0,2.0,1.0,1.0,25.0,34.73834170928252,0.0,34.70363807121128
0.0,0.0,25.0,1.0,823.0,30.0,2.0,13.0,3.0,1.0,1.0,32.0,34.28266043624273,0.0,34.248412024218474
7.0,0.0,36.0,5.0,15860.0,153.0,60.0,27.0,3.0,1.0,1.0,36.0,1188.9809803743005,0.0,1187.7931871871122
3.0,0.0,34.0,0.0,2733.0,77.0,26.0,13.0,2.0,1.0,1.0,26.0,605.8072572523471,0.0,605.2020551971493
21.0,0.0,30.0,4.0,3663.0,64.0,108.0,34.0,3.0,1.0,1.0,34.0,273.65764773795985,0.0,273.38426347448507
8.0,0.0,33.0,1.0,6296.0,181.0,118.0,62.0,4.0,1.0,1.0,47.0,1776.6697960929046,0.0,1774.8949011917111
9.0,1.0,45.0,3.0,9193.0,124.0,111.0,45.0,3.0,1.0,1.0,35.0,1466.6614285288701,0.0,1465.1962322965721
1.0,0.0,28.0,1.0,235.0,3.0,257.0,6.0,2.0,1.0,1.0,22.0,223.54639804436923,0.0,223.3230749693996
1.0,0.0,37.0,0.0,2985.0,95.0,27.0,31.0,3.0,2.0,1.0,35.0,226.5350553630079,0.0,226.3087466163913
1.0,0.0,31.0,1.0,1033.0,32.0,2.0,22.0,4.0,1.0,1.0,31.0,30.874710619758584,0.0,30.84386675300555
0.0,0.0,26.0,1.0,12984.0,144.0,74.0,39.0,2.0,1.0,1.0,25.0,855.9616513193203,0.0,855.1065447745448
4.0,0.0,13.0,0.0,877.0,43.0,14.0,14.0,2.0,1.0,1.0,25.0,105.61222194220241,0.0,105.50671522697534
3.0,0.0,28.0,2.0,1197.0,44.0,10.0,11.0,4.0,1.0,1.0,42.0,160.61764437247996,0.0,160.45718718529452
0.0,0.0,42.0,0.0,1518.0,48.0,17.0,11.0,3.0,1.0,1.0,27.0,161.62811640172035,0.0,161.4666497519682
1.0,0.0,21.0,0.0,442.0,6.0,0.0,10.0,1.0,1.0,1.0,19.0,5.96482760999141,0.0,5.9588687412501535
1.0,0.0,22.0,0.0,3585.0,59.0,37.0,25.0,2.0,1.0,1.0,27.0,373.68066953050857,0.0,373.30736216833986
2.0,0.0,29.0,2.0,6923.0,124.0,0.0,56.0,2.0,1.0,1.0,24.0,9.237341575517373,0.0,9.228113462055308
1.0,0.0,32.0,0.0,9678.0,132.0,163.0,49.0,3.0,1.0,1.0,32.0,682.2460900764992,0.0,681.5645255509476
0.0,1.0,24.0,0.0,2197.0,74.0,7.0,16.0,2.0,2.0,1.0,23.0,92.51892239112516,0.0,92.42649589522983
2.0,0.0,30.0,1.0,4064.0,88.0,96.0,56.0,3.0,1.0,1.0,29.0,168.81465971703068,0.0,168.64601370332718
1.0,1.0,21.0,0.0,3653.0,74.0,3.0,23.0,2.0,1.0,1.0,26.0,191.46396424084705,0.0,191.27269154929755
1.0,0.0,34.0,0.0,1544.0,56.0,53.0,39.0,4.0,1.0,1.0,36.0,200.0041586270694,0.0,199.80435427279642
0.0,0.0,26.0,0.0,154.0,145.0,5.0,1.0,2.0,1.0,1.0,25.0,43.426436362332204,0.0,43.38305330902314
3.0,0.0,42.0,0.0,797.0,35.0,1.0,18.0,4.0,1.0,1.0,39.0,38.514062052680565,0.0,38.47558646621431
8.0,1.0,24.0,2.0,5628.0,71.0,9.0,15.0,1.0,1.0,1.0,20.0,430.5944767935055,0.0,430.16431248102407
0.0,0.0,34.0,1.0,553.0,125.0,0.0,9.0,4.0,1.0,1.0,38.0,1.4607270472405345,0.0,1.459267779461072
0.0,0.0,30.0,1.0,2403.0,49.0,2.0,13.0,3.0,1.0,1.0,30.0,171.53244485255632,0.0,171.36108376878735
6.0,0.0,25.0,1.0,1822.0,49.0,1.0,12.0,3.0,1.0,1.0,34.0,10.023127544638482,0.0,10.013114430208265
9.0,0.0,32.0,1.0,8994.0,153.0,0.0,66.0,3.0,1.0,1.0,33.0,14.650628948045396,0.0,14.63599295509029
9.0,0.0,39.0,6.0,4363.0,96.0,1.0,22.0,4.0,1.0,1.0,17.0,201.94908981886442,0.0,201.74734247638784
1.0,0.0,27.0,0.0,1562.0,53.0,35.0,18.0,5.0,1.0,1.0,55.0,214.4637863011962,0.0,214.24953676443153
4.0,0.0,47.0,0.0,3645.0,103.0,101.0,35.0,2.0,1.0,1.0,25.0,458.97690214346306,0.0,458.51838375970294
1.0,0.0,29.0,0.0,265.0,13.0,0.0,4.0,3.0,1.0,1.0,27.0,7.953230355628383,0.0,7.9452850705578175
0.0,0.0,19.0,1.0,275.0,141.0,24.0,5.0,2.0,1.0,1.0,24.0,113.13406667343293,0.0,113.02104562780502
0.0,0.0,28.0,0.0,1858.0,70.0,35.0,8.0,3.0,1.0,1.0,29.0,331.99673472813475,0.0,331.66506965847594
0.0,0.0,33.0,0.0,909.0,19.0,4.0,3.0,2.0,1.0,1.0,21.0,126.37004586410788,0.0,126.2438020620457
7.0,0.0,32.0,1.0,9764.0,131.0,73.0,62.0,3.0,1.0,1.0,30.0,787.8455167378079,0.0,787.0584582795275
2.0,0.0,33.0,0.0,3615.0,120.0,34.0,39.0,3.0,2.0,1.0,28.0,229.2783236805803,0.0,229.0492744061739
0.0,0.0,25.0,0.0,691.0,22.0,6.0,18.0,2.0,1.0,1.0,27.0,113.10652773800017,0.0,112.99353420379624
0.0,0.0,14.0,1.0,1579.0,7.0,2.0,4.0,2.0,1.0,1.0,21.0,14.39398628808541,0.0,14.379606681403994
0.0,0.0,41.0,0.0,3391.0,63.0,10.0,49.0,4.0,1.0,1.0,41.0,146.1075164336678,0.0,145.96155487878886
2.0,0.0,38.0,0.0,1027.0,4.0,241.0,9.0,3.0,1.0,1.0,30.0,538.4255157719246,0.0,537.8876281437803
7.0,0.0,39.0,4.0,2361.0,58.0,291.0,14.0,3.0,2.0,1.0,28.0,832.9665681648441,0.0,832.1344337311123
2.0,0.0,35.0,6.0,11705.0,112.0,5.0,47.0,3.0,1.0,1.0,33.0,461.62413817296755,0.0,461.16297519776936
0.0,0.0,22.0,0.0,1214.0,18.0,21.0,12.0,4.0,1.0,1.0,37.0,90.16117458677378,0.0,90.0711034832904
4.0,0.0,39.0,1.0,3203.0,91.0,16.0,24.0,2.0,1.0,1.0,25.0,104.94656256688448,0.0,104.84172084603833
0.0,0.0,24.0,0.0,1619.0,43.0,0.0,15.0,2.0,1.0,1.0,23.0,21.02519887576868,0.0,21.004194681087572
8.0,0.0,36.0,3.0,7552.0,151.0,31.0,93.0,4.0,1.0,1.0,36.0,198.46074881668113,0.0,198.26248633035058
0.0,0.0,25.0,0.0,6244.0,117.0,59.0,14.0,3.0,2.0,1.0,31.0,435.00473883034385,0.0,434.57016866168175
2.0,0.0,19.0,1.0,4289.0,114.0,0.0,39.0,4.0,1.0,1.0,38.0,46.62494627781996,0.0,46.57836790991001
2.0,0.0,32.0,0.0,2719.0,93.0,1.0,26.0,1.0,1.0,1.0,18.0,173.02294502710106,0.0,172.8500949321687
0.0,0.0,26.0,0.0,1951.0,62.0,0.0,10.0,3.0,1.0,1.0,32.0,44.9921991803475,0.0,44.947251928419035
2.0,0.0,30.0,0.0,1635.0,47.0,16.0,20.0,2.0,1.0,1.0,25.0,237.49089633550327,0.0,237.25364269281025
4.0,0.0,19.0,1.0,6704.0,113.0,42.0,17.0,2.0,1.0,1.0,24.0,487.506781393095,0.0,487.0197616314631
1.0,0.0,32.0,1.0,180.0,1.0,0.0,7.0,2.0,1.0,1.0,26.0,1.3855032690629272,0.0,1.3841191499130128
7.0,1.0,22.0,0.0,8709.0,148.0,25.0,61.0,2.0,1.0,1.0,24.0,636.1338608473394,0.0,635.4983624848539
0.0,0.0,32.0,2.0,1641.0,30.0,3.0,6.0,4.0,1.0,1.0,42.0,60.059998906929366,0.0,59.99999890802128
3.0,0.0,45.0,1.0,543.0,24.0,164.0,12.0,2.0,1.0,1.0,24.0,503.03838804979773,0.0,502.5358521975996
3.0,0.0,39.0,1.0,1445.0,24.0,8.0,8.0,3.0,1.0,1.0,36.0,55.26948054597786,0.0,55.214266279698116
0.0,0.0,34.0,0.0,189.0,176.0,0.0,58.0,3.0,1.0,1.0,35.0,9.294075123328533,0.0,9.284790332995527
0.0,0.0,26.0,0.0,10435.0,112.0,71.0,45.0,3.0,1.0,1.0,27.0,587.7618786482624,0.0,587.1747039443176
8.0,1.0,43.0,3.0,10391.0,113.0,5.0,50.0,3.0,1.0,1.0,29.0,326.79257449255783,0.0,326.4661083841733
5.0,0.0,39.0,0.0,6941.0,143.0,19.0,33.0,4.0,2.0,1.0,37.0,179.0021706137709,0.0,178.8233472665042
11.0,0.0,41.0,0.0,2566.0,95.0,0.0,13.0,3.0,1.0,1.0,35.0,8.082289211932355,0.0,8.074214996935412
2.0,0.0,16.0,2.0,4799.0,91.0,24.0,27.0,3.0,1.0,1.0,28.0,185.43500626503453,0.0,185.24975650852582
5.0,1.0,30.0,1.0,4474.0,75.0,109.0,25.0,3.0,1.0,1.0,28.0,456.3933344946593,0.0,455.93739709756136
0.0,0.0,35.0,1.0,6251.0,101.0,52.0,32.0,4.0,1.0,1.0,42.0,507.65793589744413,0.0,507.1507851123313
11.0,0.0,39.0,1.0,7889.0,147.0,2.0,43.0,3.0,2.0,1.0,29.0,84.40727677220355,0.0,84.32295381838509
6.0,0.0,26.0,1.0,1358.0,56.0,38.0,33.0,3.0,2.0,1.0,30.0,55.903610159358145,0.0,55.84776239696112
1.0,0.0,15.0,1.0,15452.0,119.0,2.0,27.0,3.0,1.0,1.0,33.0,413.6572703553102,0.0,413.24402632898074
